index,date,Temperature,Humidity,Light,CO2,HumidityRatio,Occupancy
404,2/2/2015 18:42,21.79,24.39,0,689,0.003933868,0
405,2/2/2015 18:43,21.7675,24.39,0,687,0.00392843,0
406,2/2/2015 18:45,21.7675,24.365,0,679.75,0.003924377,0
407,2/2/2015 18:46,21.754,24.35,0,668.4,0.003918692,0
408,2/2/2015 18:47,21.7,24.29,0,665.6666667,0.003896013,0
409,2/2/2015 18:48,21.7,24.29,0,664.75,0.003896013,0
410,2/2/2015 18:49,21.7,24.29,0,668,0.003896013,0
411,2/2/2015 18:49,21.7,24.29,0,661.25,0.003896013,0
412,2/2/2015 18:51,21.64,24.236,0,658.2,0.003872972,0
413,2/2/2015 18:52,21.6,24.2,0,656,0.003857673,0
414,2/2/2015 18:53,21.6,24.2,0,654.8,0.003857673,0
415,2/2/2015 18:53,21.6,24.2225,0,653.75,0.003861282,0
416,2/2/2015 18:55,21.5,24.26,0,650.3333333,0.003843552,0
417,2/2/2015 18:55,21.5,24.2,0,650.75,0.003833988,0
418,2/2/2015 18:56,21.55,24.2,0,648.25,0.003845814,0
419,2/2/2015 18:58,21.5,24.2,0,640.3333333,0.003833988,0
420,2/2/2015 18:59,21.5,24.2,0,638,0.003833988,0
421,2/2/2015 19:00,21.5,24.2,0,636.25,0.003833988,0
422,2/2/2015 19:01,21.5,24.2,0,636.3333333,0.003833988,0
423,2/2/2015 19:01,21.5,24.15,0,635.75,0.003826018,0
424,2/2/2015 19:02,21.5,24.175,0,635.5,0.003830003,0
425,2/2/2015 19:04,21.5,24.125,0,627.5,0.003822033,0
426,2/2/2015 19:05,21.5,24.15,0,626.25,0.003826018,0
427,2/2/2015 19:06,21.5,24.125,0,621.5,0.003822033,0
428,2/2/2015 19:07,21.5,24.1,0,621.75,0.003818048,0
429,2/2/2015 19:08,21.5,24.1,0,620.6666667,0.003818048,0
430,2/2/2015 19:08,21.5,24.1,0,617,0.003818048,0
431,2/2/2015 19:09,21.5,24.1,0,612.75,0.003818048,0
432,2/2/2015 19:11,21.4725,24.075,0,614.5,0.003807606,0
433,2/2/2015 19:12,21.39,24,0,617.3333333,0.003776419,0
434,2/2/2015 19:13,21.42666667,23.92666667,0,614.25,0.00377333,0
435,2/2/2015 19:14,21.39,23.9725,0,610.75,0.003772066,0
436,2/2/2015 19:14,21.39,23.9175,0,603,0.003763359,0
437,2/2/2015 19:15,21.39,23.945,0,603.5,0.003767713,0
438,2/2/2015 19:17,21.365,23.89,0,602,0.003753216,0
439,2/2/2015 19:18,21.32333333,24,0,605.6666667,0.003760925,0
440,2/2/2015 19:19,21.34,23.9725,0,604.5,0.003760453,0
441,2/2/2015 19:20,21.315,23.9725,0,599,0.003754659,0
442,2/2/2015 19:21,21.35666667,24,0,600,0.003768665,0
443,2/2/2015 19:21,21.39,23.9725,0,596.5,0.003772066,0
444,2/2/2015 19:23,21.315,23.89,0,597.5,0.00374166,0
445,2/2/2015 19:24,21.29,23.945,0,594,0.003744546,0
446,2/2/2015 19:25,21.29,23.9725,0,590.5,0.003748872,0
447,2/2/2015 19:25,21.29,23.89,0,586.6666667,0.003735893,0
448,2/2/2015 19:27,21.29,23.92666667,0,588,0.003741662,0
449,2/2/2015 19:27,21.29,23.89,0,585.5,0.003735893,0
450,2/2/2015 19:28,21.29,23.89,0,584.5,0.003735893,0
451,2/2/2015 19:30,21.254,23.85,0,587.2,0.003721325,0
452,2/2/2015 19:31,21.23,23.82333333,0,585,0.003711637,0
453,2/2/2015 19:32,21.218,23.81,0,579.4,0.0037068,0
454,2/2/2015 19:33,21.2,23.79,0,579.3333333,0.003699555,0
455,2/2/2015 19:34,21.2,23.79,0,581.6,0.003699555,0
456,2/2/2015 19:34,21.2,23.79,0,581.6666667,0.003699555,0
457,2/2/2015 19:36,21.2,23.79,0,577.5,0.003699555,0
458,2/2/2015 19:37,21.2,23.79,0,577.3333333,0.003699555,0
459,2/2/2015 19:38,21.2,23.7675,0,574.25,0.003696035,0
460,2/2/2015 19:38,21.2,23.745,0,569,0.003692515,0
461,2/2/2015 19:40,21.2,23.76,0,565.3333333,0.003694862,0
462,2/2/2015 19:40,21.2,23.7,0,561.4,0.003685476,0
463,2/2/2015 19:41,21.2,23.79,0,567.3333333,0.003699555,0
464,2/2/2015 19:43,21.175,23.7,0,565.3333333,0.003679792,0
465,2/2/2015 19:44,21.16666667,23.7,0,563.5,0.003677899,0
466,2/2/2015 19:45,21.125,23.675,0,559,0.003664554,0
467,2/2/2015 19:46,21.1,23.65,0,559.5,0.003655012,0
468,2/2/2015 19:46,21.125,23.65,0,550.5,0.003660661,0
469,2/2/2015 19:47,21.1,23.6,0,553,0.003647239,0
470,2/2/2015 19:49,21.13333333,23.6,0,552,0.003654757,0
471,2/2/2015 19:50,21.1,23.6,0,553.25,0.003647239,0
472,2/2/2015 19:51,21.1,23.6,0,545.75,0.003647239,0
473,2/2/2015 19:52,21.1,23.6,0,548,0.003647239,0
474,2/2/2015 19:53,21.1,23.6,0,547,0.003647239,0
475,2/2/2015 19:53,21.1,23.575,0,545.75,0.003643353,0
476,2/2/2015 19:54,21.1,23.53333333,0,544,0.003636876,0
477,2/2/2015 19:56,21.1,23.4725,0,545.5,0.00362742,0
478,2/2/2015 19:57,21.1,23.4725,0,547,0.00362742,0
479,2/2/2015 19:58,21.1,23.5,0,545.25,0.003631695,0
480,2/2/2015 19:59,21.1,23.5,0,541.25,0.003631695,0
481,2/2/2015 19:59,21.125,23.5,0,540.75,0.003637308,0
482,2/2/2015 20:00,21.1,23.5,0,533.3333333,0.003631695,0
483,2/2/2015 20:02,21.13333333,23.5,0,528,0.00363918,0
484,2/2/2015 20:03,21.1,23.3925,0,537.75,0.003614985,0
485,2/2/2015 20:04,21.1,23.4725,0,539.5,0.00362742,0
486,2/2/2015 20:05,21.1,23.5,0,535.25,0.003631695,0
487,2/2/2015 20:06,21.1,23.5,0,537.25,0.003631695,0
488,2/2/2015 20:06,21.1,23.5,0,535.25,0.003631695,0
489,2/2/2015 20:08,21.1,23.5,0,533.4,0.003631695,0
490,2/2/2015 20:09,21.1,23.5,0,524.5,0.003631695,0
491,2/2/2015 20:10,21.1,23.434,0,524.8,0.003621436,0
492,2/2/2015 20:10,21.1,23.39,0,522.6666667,0.003614596,0
493,2/2/2015 20:12,21.1,23.39,0,521,0.003614596,0
494,2/2/2015 20:12,21.125,23.39,0,519.75,0.003620183,0
495,2/2/2015 20:13,21.1,23.39,0,523,0.003614596,0
496,2/2/2015 20:15,21.1,23.39,0,523,0.003614596,0
497,2/2/2015 20:16,21.1,23.39,0,519,0.003614596,0
498,2/2/2015 20:17,21.1,23.365,0,519.5,0.003610711,0
499,2/2/2015 20:18,21.1,23.39,0,519.75,0.003614596,0
500,2/2/2015 20:19,21.1,23.365,0,520,0.003610711,0
501,2/2/2015 20:19,21.1,23.33,0,524.6,0.003605271,0
502,2/2/2015 20:21,21.075,23.315,0,520.25,0.003597378,0
503,2/2/2015 20:22,21.075,23.34,0,519,0.003601258,0
504,2/2/2015 20:23,21.1,23.29,0,523.2,0.003599053,0
505,2/2/2015 20:23,21.03333333,23.29,0,517.6666667,0.003584258,0
506,2/2/2015 20:25,21.02,23.29,0,514.2,0.003581305,0
507,2/2/2015 20:25,21.025,23.29,0,516.5,0.003582412,0
508,2/2/2015 20:26,21,23.29,0,521,0.00357688,0
509,2/2/2015 20:28,21,23.29,0,520,0.00357688,0
510,2/2/2015 20:29,21,23.254,0,517.8,0.00357132,0
511,2/2/2015 20:30,21,23.26,0,514.3333333,0.003572246,0
512,2/2/2015 20:31,21,23.2675,0,516.75,0.003573405,0
513,2/2/2015 20:31,21,23.29,0,520.75,0.00357688,0
514,2/2/2015 20:32,21,23.29,0,519.3333333,0.00357688,0
515,2/2/2015 20:34,21,23.29,0,519,0.00357688,0
516,2/2/2015 20:35,21,23.29,0,509.75,0.00357688,0
517,2/2/2015 20:36,21,23.29,0,508.5,0.00357688,0
518,2/2/2015 20:37,20.9725,23.29,0,504.5,0.003570804,0
519,2/2/2015 20:38,21,23.29,0,506.5,0.00357688,0
520,2/2/2015 20:38,20.9725,23.29,0,509,0.003570804,0
521,2/2/2015 20:39,20.96333333,23.29,0,507.25,0.00356878,0
522,2/2/2015 20:41,21,23.29,0,509.3333333,0.00357688,0
523,2/2/2015 20:42,20.89,23.2,0,509.6666667,0.003538822,0
524,2/2/2015 20:43,20.89,23.245,0,508.25,0.003545725,0
525,2/2/2015 20:44,20.89,23.2225,0,510.25,0.003542274,0
526,2/2/2015 20:44,20.89,23.254,0,504,0.003547106,0
527,2/2/2015 20:45,20.89,23.26,0,499.3333333,0.003548027,0
528,2/2/2015 20:47,20.89,23.2225,0,495,0.003542274,0
