time,value
2017-08-11 09:00:00+08:00,0.0
2017-08-11 09:03:00+08:00,0.0
2017-08-11 09:06:00+08:00,1.0
2017-08-11 09:09:00+08:00,0.0
2017-08-11 09:12:00+08:00,1.0
2017-08-11 09:15:00+08:00,0.0
2017-08-11 09:18:00+08:00,0.0
2017-08-11 09:21:00+08:00,0.0
2017-08-11 09:24:00+08:00,0.0
2017-08-11 09:27:00+08:00,0.0
2017-08-11 09:30:00+08:00,0.0
2017-08-11 09:33:00+08:00,0.0
2017-08-11 09:36:00+08:00,2.0
2017-08-11 09:39:00+08:00,3.0
2017-08-11 09:42:00+08:00,5.0
2017-08-11 09:45:00+08:00,0.0
2017-08-11 09:48:00+08:00,0.0
2017-08-11 09:51:00+08:00,2.0
2017-08-11 09:54:00+08:00,0.0
2017-08-11 09:57:00+08:00,0.0
2017-08-11 10:00:00+08:00,2.0
2017-08-11 10:03:00+08:00,2.0
2017-08-11 10:06:00+08:00,3.0
2017-08-11 10:09:00+08:00,19.0
2017-08-11 10:12:00+08:00,0.0
2017-08-11 10:15:00+08:00,2.0
2017-08-11 10:18:00+08:00,13.0
2017-08-11 10:21:00+08:00,13.0
2017-08-11 10:24:00+08:00,4.0
2017-08-11 10:27:00+08:00,4.0
2017-08-11 10:30:00+08:00,1.0
2017-08-11 10:33:00+08:00,3.0
2017-08-11 10:36:00+08:00,2.0
2017-08-11 10:39:00+08:00,3.0
2017-08-11 10:42:00+08:00,1.0
2017-08-11 10:45:00+08:00,353.0
2017-08-11 10:48:00+08:00,65.0
2017-08-11 10:51:00+08:00,0.0
2017-08-11 10:54:00+08:00,42.0
2017-08-11 10:57:00+08:00,229.0
2017-08-11 11:00:00+08:00,100.0
2017-08-11 11:03:00+08:00,87.0
2017-08-11 11:06:00+08:00,15.0
2017-08-11 11:09:00+08:00,248.0
2017-08-11 11:12:00+08:00,85.0
2017-08-11 11:15:00+08:00,3.0
2017-08-11 11:18:00+08:00,2.0
2017-08-11 11:21:00+08:00,246.0
2017-08-11 11:24:00+08:00,114.0
2017-08-11 11:27:00+08:00,106.0
2017-08-11 11:30:00+08:00,682.0
2017-08-11 11:33:00+08:00,46.0
2017-08-11 11:36:00+08:00,13.0
2017-08-11 11:39:00+08:00,92.0
2017-08-11 11:42:00+08:00,17.0
2017-08-11 11:45:00+08:00,244.0
2017-08-11 11:48:00+08:00,437.0
2017-08-11 11:51:00+08:00,496.0
2017-08-11 11:54:00+08:00,292.0
2017-08-11 11:57:00+08:00,241.0
2017-08-11 12:00:00+08:00,64.0
2017-08-11 12:03:00+08:00,92.0
2017-08-11 12:06:00+08:00,165.0
2017-08-11 12:09:00+08:00,555.0
2017-08-11 12:12:00+08:00,404.0
2017-08-11 12:15:00+08:00,192.0
2017-08-11 12:18:00+08:00,237.0
2017-08-11 12:21:00+08:00,773.0
2017-08-11 12:24:00+08:00,1168.0
2017-08-11 12:27:00+08:00,501.0
2017-08-11 12:30:00+08:00,1000.0
2017-08-11 12:33:00+08:00,432.0
2017-08-11 12:36:00+08:00,472.0
2017-08-11 12:39:00+08:00,158.0
2017-08-11 12:42:00+08:00,118.0
2017-08-11 12:45:00+08:00,264.0
2017-08-11 12:48:00+08:00,241.0
2017-08-11 12:51:00+08:00,296.0
2017-08-11 12:54:00+08:00,680.0
2017-08-11 12:57:00+08:00,354.0
2017-08-11 13:00:00+08:00,240.0
2017-08-11 13:03:00+08:00,294.0
2017-08-11 13:06:00+08:00,1209.0
2017-08-11 13:09:00+08:00,161.0
2017-08-11 13:12:00+08:00,288.0
2017-08-11 13:15:00+08:00,281.0
2017-08-11 13:18:00+08:00,351.0
2017-08-11 13:21:00+08:00,1634.0
2017-08-11 13:24:00+08:00,1345.0
2017-08-11 13:27:00+08:00,356.0
2017-08-11 13:30:00+08:00,83.0
2017-08-11 13:33:00+08:00,1.0
2017-08-11 13:36:00+08:00,2.0
2017-08-11 13:39:00+08:00,67.0
2017-08-11 13:42:00+08:00,156.0
2017-08-11 13:45:00+08:00,485.0
2017-08-11 13:48:00+08:00,97.0
2017-08-11 13:51:00+08:00,171.0
2017-08-11 13:54:00+08:00,262.0
2017-08-11 13:57:00+08:00,376.0
2017-08-11 14:00:00+08:00,708.0
2017-08-11 14:03:00+08:00,296.0
2017-08-11 14:06:00+08:00,334.0
2017-08-11 14:09:00+08:00,269.0
2017-08-11 14:12:00+08:00,265.0
2017-08-11 14:15:00+08:00,342.0
2017-08-11 14:18:00+08:00,526.0
2017-08-11 14:21:00+08:00,511.0
2017-08-11 14:24:00+08:00,449.0
2017-08-11 14:27:00+08:00,363.0
2017-08-11 14:30:00+08:00,497.0
2017-08-11 14:33:00+08:00,438.0
2017-08-11 14:36:00+08:00,304.0
2017-08-11 14:39:00+08:00,220.0
2017-08-11 14:42:00+08:00,117.0
2017-08-11 14:45:00+08:00,136.0
2017-08-11 14:48:00+08:00,72.0
2017-08-11 14:51:00+08:00,576.0
2017-08-11 14:54:00+08:00,492.0
2017-08-11 14:57:00+08:00,577.0
2017-08-11 15:00:00+08:00,606.0
2017-08-11 15:03:00+08:00,362.0
2017-08-11 15:06:00+08:00,210.0
2017-08-11 15:09:00+08:00,263.0
2017-08-11 15:12:00+08:00,374.0
2017-08-11 15:15:00+08:00,351.0
2017-08-11 15:18:00+08:00,417.0
2017-08-11 15:21:00+08:00,546.0
2017-08-11 15:24:00+08:00,699.0
2017-08-11 15:27:00+08:00,80.0
2017-08-11 15:30:00+08:00,127.0
2017-08-11 15:33:00+08:00,162.0
2017-08-11 15:36:00+08:00,340.0
2017-08-11 15:39:00+08:00,448.0
2017-08-11 15:42:00+08:00,351.0
2017-08-11 15:45:00+08:00,422.0
2017-08-11 15:48:00+08:00,970.0
2017-08-11 15:51:00+08:00,113.0
2017-08-11 15:54:00+08:00,360.0
2017-08-11 15:57:00+08:00,380.0
2017-08-11 16:00:00+08:00,129.0
2017-08-11 16:03:00+08:00,195.0
2017-08-11 16:06:00+08:00,116.0
2017-08-11 16:09:00+08:00,368.0
2017-08-11 16:12:00+08:00,405.0
2017-08-11 16:15:00+08:00,213.0
2017-08-11 16:18:00+08:00,384.0
2017-08-11 16:21:00+08:00,356.0
2017-08-11 16:24:00+08:00,411.0
2017-08-11 16:27:00+08:00,234.0
2017-08-11 16:30:00+08:00,450.0
2017-08-11 16:33:00+08:00,690.0
2017-08-11 16:36:00+08:00,370.0
2017-08-11 16:39:00+08:00,497.0
2017-08-11 16:42:00+08:00,340.0
2017-08-11 16:45:00+08:00,406.0
2017-08-11 16:48:00+08:00,510.0
2017-08-11 16:51:00+08:00,509.0
2017-08-11 16:54:00+08:00,440.0
2017-08-11 16:57:00+08:00,516.0
2017-08-11 17:00:00+08:00,566.0
2017-08-11 17:03:00+08:00,38.0
2017-08-11 17:06:00+08:00,171.0
2017-08-11 17:09:00+08:00,185.0
2017-08-11 17:12:00+08:00,353.0
2017-08-11 17:15:00+08:00,406.0
2017-08-11 17:18:00+08:00,1085.0
2017-08-11 17:21:00+08:00,257.0
2017-08-11 17:24:00+08:00,140.0
2017-08-11 17:27:00+08:00,343.0
2017-08-11 17:30:00+08:00,173.0
2017-08-11 17:33:00+08:00,115.0
2017-08-11 17:36:00+08:00,30.0
2017-08-11 17:39:00+08:00,163.0
2017-08-11 17:42:00+08:00,720.0
2017-08-11 17:45:00+08:00,26.0
2017-08-11 17:48:00+08:00,4.0
2017-08-11 17:51:00+08:00,22.0
2017-08-11 17:54:00+08:00,0.0
2017-08-11 17:57:00+08:00,1.0
2017-08-11 18:00:00+08:00,0.0
2017-08-11 18:03:00+08:00,34.0
2017-08-11 18:06:00+08:00,26.0
2017-08-11 18:09:00+08:00,0.0
2017-08-11 18:12:00+08:00,3.0
2017-08-11 18:15:00+08:00,37.0
2017-08-11 18:18:00+08:00,0.0
2017-08-11 18:21:00+08:00,0.0
2017-08-11 18:24:00+08:00,0.0
2017-08-11 18:27:00+08:00,0.0
2017-08-11 18:30:00+08:00,0.0
2017-08-11 18:33:00+08:00,0.0
2017-08-11 18:36:00+08:00,0.0
2017-08-11 18:39:00+08:00,1.0
2017-08-11 18:42:00+08:00,0.0
2017-08-11 18:45:00+08:00,0.0
2017-08-11 18:48:00+08:00,0.0
2017-08-11 18:51:00+08:00,0.0
2017-08-11 18:54:00+08:00,0.0
2017-08-11 18:57:00+08:00,0.0
2017-08-11 19:00:00+08:00,0.0
2017-08-11 19:03:00+08:00,0.0
2017-08-11 19:06:00+08:00,0.0
2017-08-11 19:09:00+08:00,0.0
2017-08-11 19:12:00+08:00,0.0
2017-08-11 19:15:00+08:00,0.0
2017-08-11 19:18:00+08:00,0.0
2017-08-11 19:21:00+08:00,1.0
2017-08-11 19:24:00+08:00,0.0
2017-08-11 19:27:00+08:00,1.0
2017-08-11 19:30:00+08:00,1.0
2017-08-11 19:33:00+08:00,0.0
2017-08-11 19:36:00+08:00,0.0
2017-08-11 19:39:00+08:00,1.0
2017-08-11 19:42:00+08:00,1.0
2017-08-11 19:45:00+08:00,0.0
2017-08-11 19:48:00+08:00,2.0
2017-08-11 19:51:00+08:00,1.0
2017-08-11 19:54:00+08:00,1.0
2017-08-11 19:57:00+08:00,1.0
2017-08-11 20:00:00+08:00,0.0
2017-08-11 20:03:00+08:00,0.0
2017-08-11 20:06:00+08:00,0.0
2017-08-11 20:09:00+08:00,0.0
2017-08-11 20:12:00+08:00,1.0
2017-08-11 20:15:00+08:00,5.0
2017-08-11 20:18:00+08:00,1.0
2017-08-11 20:21:00+08:00,0.0
2017-08-11 20:24:00+08:00,0.0
2017-08-11 20:27:00+08:00,0.0
2017-08-11 20:30:00+08:00,0.0
2017-08-11 20:33:00+08:00,0.0
2017-08-11 20:36:00+08:00,0.0
2017-08-11 20:39:00+08:00,0.0
2017-08-11 20:42:00+08:00,0.0
2017-08-11 20:45:00+08:00,0.0
2017-08-11 20:48:00+08:00,0.0
2017-08-11 20:51:00+08:00,0.0
2017-08-11 20:54:00+08:00,0.0
2017-08-11 20:57:00+08:00,0.0
2017-08-11 21:00:00+08:00,0.0
2017-08-11 21:03:00+08:00,0.0
2017-08-11 21:06:00+08:00,0.0
2017-08-11 21:09:00+08:00,0.0
2017-08-11 21:12:00+08:00,0.0
2017-08-11 21:15:00+08:00,0.0
2017-08-11 21:18:00+08:00,0.0
2017-08-11 21:21:00+08:00,0.0
2017-08-11 21:24:00+08:00,0.0
2017-08-11 21:27:00+08:00,0.0
2017-08-11 21:30:00+08:00,0.0
2017-08-11 21:33:00+08:00,0.0
2017-08-11 21:36:00+08:00,1.0
2017-08-11 21:39:00+08:00,1.0
2017-08-11 21:42:00+08:00,1.0
2017-08-11 21:45:00+08:00,0.0
2017-08-11 21:48:00+08:00,1.0
2017-08-11 21:51:00+08:00,0.0
2017-08-11 21:54:00+08:00,0.0
2017-08-11 21:57:00+08:00,0.0
2017-08-11 22:00:00+08:00,0.0
2017-08-11 22:03:00+08:00,0.0
2017-08-11 22:06:00+08:00,1.0
2017-08-11 22:09:00+08:00,0.0
2017-08-11 22:12:00+08:00,0.0
2017-08-11 22:15:00+08:00,0.0
2017-08-11 22:18:00+08:00,0.0
2017-08-11 22:21:00+08:00,0.0
2017-08-11 22:24:00+08:00,0.0
2017-08-11 22:27:00+08:00,0.0
2017-08-11 22:30:00+08:00,1.0
2017-08-11 22:33:00+08:00,0.0
2017-08-11 22:36:00+08:00,0.0
2017-08-11 22:39:00+08:00,0.0
2017-08-11 22:42:00+08:00,0.0
2017-08-11 22:45:00+08:00,0.0
2017-08-11 22:48:00+08:00,0.0
2017-08-11 22:51:00+08:00,0.0
2017-08-11 22:54:00+08:00,0.0
2017-08-11 22:57:00+08:00,0.0
2017-08-11 23:00:00+08:00,0.0
2017-08-11 23:03:00+08:00,1.0
2017-08-11 23:06:00+08:00,0.0
2017-08-11 23:09:00+08:00,0.0
2017-08-11 23:12:00+08:00,0.0
2017-08-11 23:15:00+08:00,0.0
2017-08-11 23:18:00+08:00,0.0
2017-08-11 23:21:00+08:00,0.0
2017-08-11 23:24:00+08:00,0.0
2017-08-11 23:27:00+08:00,1.0
2017-08-11 23:30:00+08:00,0.0
2017-08-11 23:33:00+08:00,1.0
2017-08-11 23:36:00+08:00,0.0
2017-08-11 23:39:00+08:00,0.0
2017-08-11 23:42:00+08:00,1.0
2017-08-11 23:45:00+08:00,1.0
2017-08-11 23:48:00+08:00,0.0
2017-08-11 23:51:00+08:00,1.0
2017-08-11 23:54:00+08:00,1.0
2017-08-11 23:57:00+08:00,0.0
2017-08-12 00:00:00+08:00,0.0
2017-08-12 00:03:00+08:00,0.0
2017-08-12 00:06:00+08:00,0.0
2017-08-12 00:09:00+08:00,0.0
2017-08-12 00:12:00+08:00,0.0
2017-08-12 00:15:00+08:00,0.0
2017-08-12 00:18:00+08:00,0.0
2017-08-12 00:21:00+08:00,0.0
2017-08-12 00:24:00+08:00,0.0
2017-08-12 00:27:00+08:00,0.0
2017-08-12 00:30:00+08:00,0.0
2017-08-12 00:33:00+08:00,1.0
2017-08-12 00:36:00+08:00,0.0
2017-08-12 00:39:00+08:00,0.0
2017-08-12 00:42:00+08:00,0.0
2017-08-12 00:45:00+08:00,0.0
2017-08-12 00:48:00+08:00,0.0
2017-08-12 00:51:00+08:00,0.0
2017-08-12 00:54:00+08:00,0.0
2017-08-12 00:57:00+08:00,0.0
2017-08-12 01:00:00+08:00,0.0
2017-08-12 01:03:00+08:00,0.0
2017-08-12 01:06:00+08:00,0.0
2017-08-12 01:09:00+08:00,0.0
2017-08-12 01:12:00+08:00,0.0
2017-08-12 01:15:00+08:00,0.0
2017-08-12 01:18:00+08:00,0.0
2017-08-12 01:21:00+08:00,0.0
2017-08-12 01:24:00+08:00,0.0
2017-08-12 01:27:00+08:00,0.0
2017-08-12 01:30:00+08:00,0.0
2017-08-12 01:33:00+08:00,0.0
2017-08-12 01:36:00+08:00,1.0
2017-08-12 01:39:00+08:00,0.0
2017-08-12 01:42:00+08:00,1.0
2017-08-12 01:45:00+08:00,1.0
2017-08-12 01:48:00+08:00,1.0
2017-08-12 01:51:00+08:00,0.0
2017-08-12 01:54:00+08:00,0.0
2017-08-12 01:57:00+08:00,0.0
2017-08-12 02:00:00+08:00,0.0
2017-08-12 02:03:00+08:00,0.0
2017-08-12 02:06:00+08:00,0.0
2017-08-12 02:09:00+08:00,0.0
2017-08-12 02:12:00+08:00,0.0
2017-08-12 02:15:00+08:00,0.0
2017-08-12 02:18:00+08:00,0.0
2017-08-12 02:21:00+08:00,0.0
2017-08-12 02:24:00+08:00,0.0
2017-08-12 02:27:00+08:00,0.0
2017-08-12 02:30:00+08:00,0.0
2017-08-12 02:33:00+08:00,0.0
2017-08-12 02:36:00+08:00,0.0
2017-08-12 02:39:00+08:00,0.0
2017-08-12 02:42:00+08:00,0.0
2017-08-12 02:45:00+08:00,0.0
2017-08-12 02:48:00+08:00,0.0
2017-08-12 02:51:00+08:00,0.0
2017-08-12 02:54:00+08:00,0.0
2017-08-12 02:57:00+08:00,0.0
2017-08-12 03:00:00+08:00,0.0
2017-08-12 03:03:00+08:00,0.0
2017-08-12 03:06:00+08:00,0.0
2017-08-12 03:09:00+08:00,0.0
2017-08-12 03:12:00+08:00,0.0
2017-08-12 03:15:00+08:00,0.0
2017-08-12 03:18:00+08:00,0.0
2017-08-12 03:21:00+08:00,0.0
2017-08-12 03:24:00+08:00,0.0
2017-08-12 03:27:00+08:00,0.0
2017-08-12 03:30:00+08:00,0.0
2017-08-12 03:33:00+08:00,0.0
2017-08-12 03:36:00+08:00,0.0
2017-08-12 03:39:00+08:00,1.0
2017-08-12 03:42:00+08:00,0.0
2017-08-12 03:45:00+08:00,0.0
2017-08-12 03:48:00+08:00,0.0
2017-08-12 03:51:00+08:00,1.0
2017-08-12 03:54:00+08:00,1.0
2017-08-12 03:57:00+08:00,1.0
2017-08-12 04:00:00+08:00,0.0
2017-08-12 04:03:00+08:00,2.0
2017-08-12 04:06:00+08:00,0.0
2017-08-12 04:09:00+08:00,0.0
2017-08-12 04:12:00+08:00,0.0
2017-08-12 04:15:00+08:00,0.0
2017-08-12 04:18:00+08:00,0.0
2017-08-12 04:21:00+08:00,0.0
2017-08-12 04:24:00+08:00,0.0
2017-08-12 04:27:00+08:00,0.0
2017-08-12 04:30:00+08:00,0.0
2017-08-12 04:33:00+08:00,0.0
2017-08-12 04:36:00+08:00,0.0
2017-08-12 04:39:00+08:00,0.0
2017-08-12 04:42:00+08:00,0.0
2017-08-12 04:45:00+08:00,0.0
2017-08-12 04:48:00+08:00,0.0
2017-08-12 04:51:00+08:00,0.0
2017-08-12 04:54:00+08:00,0.0
2017-08-12 04:57:00+08:00,0.0
2017-08-12 05:00:00+08:00,0.0
2017-08-12 05:03:00+08:00,0.0
2017-08-12 05:06:00+08:00,0.0
2017-08-12 05:09:00+08:00,0.0
2017-08-12 05:12:00+08:00,0.0
2017-08-12 05:15:00+08:00,0.0
2017-08-12 05:18:00+08:00,0.0
2017-08-12 05:21:00+08:00,0.0
2017-08-12 05:24:00+08:00,0.0
2017-08-12 05:27:00+08:00,0.0
2017-08-12 05:30:00+08:00,0.0
2017-08-12 05:33:00+08:00,0.0
2017-08-12 05:36:00+08:00,0.0
2017-08-12 05:39:00+08:00,0.0
2017-08-12 05:42:00+08:00,0.0
2017-08-12 05:45:00+08:00,0.0
2017-08-12 05:48:00+08:00,0.0
2017-08-12 05:51:00+08:00,1.0
2017-08-12 05:54:00+08:00,0.0
2017-08-12 05:57:00+08:00,0.0
2017-08-12 06:00:00+08:00,0.0
2017-08-12 06:03:00+08:00,1.0
2017-08-12 06:06:00+08:00,1.0
2017-08-12 06:09:00+08:00,0.0
2017-08-12 06:12:00+08:00,0.0
2017-08-12 06:15:00+08:00,0.0
2017-08-12 06:18:00+08:00,0.0
2017-08-12 06:21:00+08:00,0.0
2017-08-12 06:24:00+08:00,0.0
2017-08-12 06:27:00+08:00,0.0
2017-08-12 06:30:00+08:00,0.0
2017-08-12 06:33:00+08:00,0.0
2017-08-12 06:36:00+08:00,0.0
2017-08-12 06:39:00+08:00,0.0
2017-08-12 06:42:00+08:00,0.0
2017-08-12 06:45:00+08:00,0.0
2017-08-12 06:48:00+08:00,0.0
2017-08-12 06:51:00+08:00,0.0
2017-08-12 06:54:00+08:00,0.0
2017-08-12 06:57:00+08:00,0.0
2017-08-12 07:00:00+08:00,0.0
2017-08-12 07:03:00+08:00,0.0
2017-08-12 07:06:00+08:00,0.0
2017-08-12 07:09:00+08:00,0.0
2017-08-12 07:12:00+08:00,0.0
2017-08-12 07:15:00+08:00,0.0
2017-08-12 07:18:00+08:00,0.0
2017-08-12 07:21:00+08:00,0.0
2017-08-12 07:24:00+08:00,0.0
2017-08-12 07:27:00+08:00,0.0
2017-08-12 07:30:00+08:00,0.0
2017-08-12 07:33:00+08:00,0.0
2017-08-12 07:36:00+08:00,0.0
2017-08-12 07:39:00+08:00,0.0
2017-08-12 07:42:00+08:00,0.0
2017-08-12 07:45:00+08:00,0.0
2017-08-12 07:48:00+08:00,1.0
2017-08-12 07:51:00+08:00,0.0
2017-08-12 07:54:00+08:00,1.0
2017-08-12 07:57:00+08:00,1.0
2017-08-12 08:00:00+08:00,1.0
2017-08-12 08:03:00+08:00,0.0
2017-08-12 08:06:00+08:00,1.0
2017-08-12 08:09:00+08:00,1.0
2017-08-12 08:12:00+08:00,0.0
2017-08-12 08:15:00+08:00,0.0
2017-08-12 08:18:00+08:00,0.0
2017-08-12 08:21:00+08:00,0.0
2017-08-12 08:24:00+08:00,0.0
2017-08-12 08:27:00+08:00,0.0
2017-08-12 08:30:00+08:00,0.0
2017-08-12 08:33:00+08:00,0.0
2017-08-12 08:36:00+08:00,0.0
2017-08-12 08:39:00+08:00,0.0
2017-08-12 08:42:00+08:00,0.0
2017-08-12 08:45:00+08:00,0.0
2017-08-12 08:48:00+08:00,0.0
2017-08-12 08:51:00+08:00,0.0
2017-08-12 08:54:00+08:00,0.0
2017-08-12 08:57:00+08:00,0.0
2017-08-12 09:00:00+08:00,0.0
2017-08-12 09:03:00+08:00,0.0
2017-08-12 09:06:00+08:00,0.0
2017-08-12 09:09:00+08:00,1.0
2017-08-12 09:12:00+08:00,0.0
2017-08-12 09:15:00+08:00,0.0
